filename,label,tamper_type,threat_model,source_template
authentic/courier_bluedart_01_auth_0.jpg,0,none,authentic,courier_bluedart_01
authentic/courier_bluedart_01_auth_1.jpg,0,none,authentic,courier_bluedart_01
authentic/courier_bluedart_01_auth_2.jpg,0,none,authentic,courier_bluedart_01
authentic/courier_bluedart_01_auth_3.jpg,0,none,authentic,courier_bluedart_01
authentic/courier_bluedart_01_auth_4.jpg,0,none,authentic,courier_bluedart_01
authentic/courier_bluedart_01_auth_5.jpg,0,none,authentic,courier_bluedart_01
authentic/courier_bluedart_01_auth_6.jpg,0,none,authentic,courier_bluedart_01
authentic/courier_bluedart_01_auth_7.jpg,0,none,authentic,courier_bluedart_01
authentic/courier_bluedart_01_auth_8.jpg,0,none,authentic,courier_bluedart_01
authentic/courier_bluedart_01_auth_9.jpg,0,none,authentic,courier_bluedart_01
tampered/courier_bluedart_01_micro_copy_move_0.jpg,1,micro_copy_move,visual_only_ledger_consistent,courier_bluedart_01
tampered/courier_bluedart_01_splice_1.jpg,1,splice,visual_only_ledger_consistent,courier_bluedart_01
tampered/courier_bluedart_01_subtle_text_2.jpg,1,subtle_text,ledger_inconsistent,courier_bluedart_01
tampered/courier_bluedart_01_ai_inpaint_3.jpg,1,ai_inpaint,visual_only_ledger_consistent,courier_bluedart_01
tampered/courier_bluedart_01_micro_copy_move_4.jpg,1,micro_copy_move,visual_only_ledger_consistent,courier_bluedart_01
tampered/courier_bluedart_01_splice_5.jpg,1,splice,visual_only_ledger_consistent,courier_bluedart_01
tampered/courier_bluedart_01_subtle_text_6.jpg,1,subtle_text,ledger_inconsistent,courier_bluedart_01
tampered/courier_bluedart_01_ai_inpaint_7.jpg,1,ai_inpaint,visual_only_ledger_consistent,courier_bluedart_01
tampered/courier_bluedart_01_micro_copy_move_8.jpg,1,micro_copy_move,visual_only_ledger_consistent,courier_bluedart_01
tampered/courier_bluedart_01_splice_9.jpg,1,splice,visual_only_ledger_consistent,courier_bluedart_01
authentic/courier_delhivery_02_auth_0.jpg,0,none,authentic,courier_delhivery_02
authentic/courier_delhivery_02_auth_1.jpg,0,none,authentic,courier_delhivery_02
authentic/courier_delhivery_02_auth_2.jpg,0,none,authentic,courier_delhivery_02
authentic/courier_delhivery_02_auth_3.jpg,0,none,authentic,courier_delhivery_02
authentic/courier_delhivery_02_auth_4.jpg,0,none,authentic,courier_delhivery_02
authentic/courier_delhivery_02_auth_5.jpg,0,none,authentic,courier_delhivery_02
authentic/courier_delhivery_02_auth_6.jpg,0,none,authentic,courier_delhivery_02
authentic/courier_delhivery_02_auth_7.jpg,0,none,authentic,courier_delhivery_02
authentic/courier_delhivery_02_auth_8.jpg,0,none,authentic,courier_delhivery_02
authentic/courier_delhivery_02_auth_9.jpg,0,none,authentic,courier_delhivery_02
tampered/courier_delhivery_02_micro_copy_move_0.jpg,1,micro_copy_move,visual_only_ledger_consistent,courier_delhivery_02
tampered/courier_delhivery_02_splice_1.jpg,1,splice,visual_only_ledger_consistent,courier_delhivery_02
tampered/courier_delhivery_02_subtle_text_2.jpg,1,subtle_text,ledger_inconsistent,courier_delhivery_02
tampered/courier_delhivery_02_ai_inpaint_3.jpg,1,ai_inpaint,visual_only_ledger_consistent,courier_delhivery_02
tampered/courier_delhivery_02_micro_copy_move_4.jpg,1,micro_copy_move,visual_only_ledger_consistent,courier_delhivery_02
tampered/courier_delhivery_02_splice_5.jpg,1,splice,visual_only_ledger_consistent,courier_delhivery_02
tampered/courier_delhivery_02_subtle_text_6.jpg,1,subtle_text,ledger_inconsistent,courier_delhivery_02
tampered/courier_delhivery_02_ai_inpaint_7.jpg,1,ai_inpaint,visual_only_ledger_consistent,courier_delhivery_02
tampered/courier_delhivery_02_micro_copy_move_8.jpg,1,micro_copy_move,visual_only_ledger_consistent,courier_delhivery_02
tampered/courier_delhivery_02_splice_9.jpg,1,splice,visual_only_ledger_consistent,courier_delhivery_02
authentic/gst_invoice_apex_01_auth_0.jpg,0,none,authentic,gst_invoice_apex_01
authentic/gst_invoice_apex_01_auth_1.jpg,0,none,authentic,gst_invoice_apex_01
authentic/gst_invoice_apex_01_auth_2.jpg,0,none,authentic,gst_invoice_apex_01
authentic/gst_invoice_apex_01_auth_3.jpg,0,none,authentic,gst_invoice_apex_01
authentic/gst_invoice_apex_01_auth_4.jpg,0,none,authentic,gst_invoice_apex_01
authentic/gst_invoice_apex_01_auth_5.jpg,0,none,authentic,gst_invoice_apex_01
authentic/gst_invoice_apex_01_auth_6.jpg,0,none,authentic,gst_invoice_apex_01
authentic/gst_invoice_apex_01_auth_7.jpg,0,none,authentic,gst_invoice_apex_01
authentic/gst_invoice_apex_01_auth_8.jpg,0,none,authentic,gst_invoice_apex_01
authentic/gst_invoice_apex_01_auth_9.jpg,0,none,authentic,gst_invoice_apex_01
tampered/gst_invoice_apex_01_micro_copy_move_0.jpg,1,micro_copy_move,visual_only_ledger_consistent,gst_invoice_apex_01
tampered/gst_invoice_apex_01_splice_1.jpg,1,splice,visual_only_ledger_consistent,gst_invoice_apex_01
tampered/gst_invoice_apex_01_subtle_text_2.jpg,1,subtle_text,ledger_inconsistent,gst_invoice_apex_01
tampered/gst_invoice_apex_01_ai_inpaint_3.jpg,1,ai_inpaint,visual_only_ledger_consistent,gst_invoice_apex_01
tampered/gst_invoice_apex_01_micro_copy_move_4.jpg,1,micro_copy_move,visual_only_ledger_consistent,gst_invoice_apex_01
tampered/gst_invoice_apex_01_splice_5.jpg,1,splice,visual_only_ledger_consistent,gst_invoice_apex_01
tampered/gst_invoice_apex_01_subtle_text_6.jpg,1,subtle_text,ledger_inconsistent,gst_invoice_apex_01
tampered/gst_invoice_apex_01_ai_inpaint_7.jpg,1,ai_inpaint,visual_only_ledger_consistent,gst_invoice_apex_01
tampered/gst_invoice_apex_01_micro_copy_move_8.jpg,1,micro_copy_move,visual_only_ledger_consistent,gst_invoice_apex_01
tampered/gst_invoice_apex_01_splice_9.jpg,1,splice,visual_only_ledger_consistent,gst_invoice_apex_01
authentic/gst_invoice_techmart_02_auth_0.jpg,0,none,authentic,gst_invoice_techmart_02
authentic/gst_invoice_techmart_02_auth_1.jpg,0,none,authentic,gst_invoice_techmart_02
authentic/gst_invoice_techmart_02_auth_2.jpg,0,none,authentic,gst_invoice_techmart_02
authentic/gst_invoice_techmart_02_auth_3.jpg,0,none,authentic,gst_invoice_techmart_02
authentic/gst_invoice_techmart_02_auth_4.jpg,0,none,authentic,gst_invoice_techmart_02
authentic/gst_invoice_techmart_02_auth_5.jpg,0,none,authentic,gst_invoice_techmart_02
authentic/gst_invoice_techmart_02_auth_6.jpg,0,none,authentic,gst_invoice_techmart_02
authentic/gst_invoice_techmart_02_auth_7.jpg,0,none,authentic,gst_invoice_techmart_02
authentic/gst_invoice_techmart_02_auth_8.jpg,0,none,authentic,gst_invoice_techmart_02
authentic/gst_invoice_techmart_02_auth_9.jpg,0,none,authentic,gst_invoice_techmart_02
tampered/gst_invoice_techmart_02_micro_copy_move_0.jpg,1,micro_copy_move,visual_only_ledger_consistent,gst_invoice_techmart_02
tampered/gst_invoice_techmart_02_splice_1.jpg,1,splice,visual_only_ledger_consistent,gst_invoice_techmart_02
tampered/gst_invoice_techmart_02_subtle_text_2.jpg,1,subtle_text,ledger_inconsistent,gst_invoice_techmart_02
tampered/gst_invoice_techmart_02_ai_inpaint_3.jpg,1,ai_inpaint,visual_only_ledger_consistent,gst_invoice_techmart_02
tampered/gst_invoice_techmart_02_micro_copy_move_4.jpg,1,micro_copy_move,visual_only_ledger_consistent,gst_invoice_techmart_02
tampered/gst_invoice_techmart_02_splice_5.jpg,1,splice,visual_only_ledger_consistent,gst_invoice_techmart_02
tampered/gst_invoice_techmart_02_subtle_text_6.jpg,1,subtle_text,ledger_inconsistent,gst_invoice_techmart_02
tampered/gst_invoice_techmart_02_ai_inpaint_7.jpg,1,ai_inpaint,visual_only_ledger_consistent,gst_invoice_techmart_02
tampered/gst_invoice_techmart_02_micro_copy_move_8.jpg,1,micro_copy_move,visual_only_ledger_consistent,gst_invoice_techmart_02
tampered/gst_invoice_techmart_02_splice_9.jpg,1,splice,visual_only_ledger_consistent,gst_invoice_techmart_02
authentic/upi_gpay_01_auth_0.jpg,0,none,authentic,upi_gpay_01
authentic/upi_gpay_01_auth_1.jpg,0,none,authentic,upi_gpay_01
authentic/upi_gpay_01_auth_2.jpg,0,none,authentic,upi_gpay_01
authentic/upi_gpay_01_auth_3.jpg,0,none,authentic,upi_gpay_01
authentic/upi_gpay_01_auth_4.jpg,0,none,authentic,upi_gpay_01
authentic/upi_gpay_01_auth_5.jpg,0,none,authentic,upi_gpay_01
authentic/upi_gpay_01_auth_6.jpg,0,none,authentic,upi_gpay_01
authentic/upi_gpay_01_auth_7.jpg,0,none,authentic,upi_gpay_01
authentic/upi_gpay_01_auth_8.jpg,0,none,authentic,upi_gpay_01
authentic/upi_gpay_01_auth_9.jpg,0,none,authentic,upi_gpay_01
tampered/upi_gpay_01_micro_copy_move_0.jpg,1,micro_copy_move,visual_only_ledger_consistent,upi_gpay_01
tampered/upi_gpay_01_splice_1.jpg,1,splice,visual_only_ledger_consistent,upi_gpay_01
tampered/upi_gpay_01_subtle_text_2.jpg,1,subtle_text,ledger_inconsistent,upi_gpay_01
tampered/upi_gpay_01_ai_inpaint_3.jpg,1,ai_inpaint,visual_only_ledger_consistent,upi_gpay_01
tampered/upi_gpay_01_micro_copy_move_4.jpg,1,micro_copy_move,visual_only_ledger_consistent,upi_gpay_01
tampered/upi_gpay_01_splice_5.jpg,1,splice,visual_only_ledger_consistent,upi_gpay_01
tampered/upi_gpay_01_subtle_text_6.jpg,1,subtle_text,ledger_inconsistent,upi_gpay_01
tampered/upi_gpay_01_ai_inpaint_7.jpg,1,ai_inpaint,visual_only_ledger_consistent,upi_gpay_01
tampered/upi_gpay_01_micro_copy_move_8.jpg,1,micro_copy_move,visual_only_ledger_consistent,upi_gpay_01
tampered/upi_gpay_01_splice_9.jpg,1,splice,visual_only_ledger_consistent,upi_gpay_01
authentic/upi_phonepe_02_auth_0.jpg,0,none,authentic,upi_phonepe_02
authentic/upi_phonepe_02_auth_1.jpg,0,none,authentic,upi_phonepe_02
authentic/upi_phonepe_02_auth_2.jpg,0,none,authentic,upi_phonepe_02
authentic/upi_phonepe_02_auth_3.jpg,0,none,authentic,upi_phonepe_02
authentic/upi_phonepe_02_auth_4.jpg,0,none,authentic,upi_phonepe_02
authentic/upi_phonepe_02_auth_5.jpg,0,none,authentic,upi_phonepe_02
authentic/upi_phonepe_02_auth_6.jpg,0,none,authentic,upi_phonepe_02
authentic/upi_phonepe_02_auth_7.jpg,0,none,authentic,upi_phonepe_02
authentic/upi_phonepe_02_auth_8.jpg,0,none,authentic,upi_phonepe_02
authentic/upi_phonepe_02_auth_9.jpg,0,none,authentic,upi_phonepe_02
tampered/upi_phonepe_02_micro_copy_move_0.jpg,1,micro_copy_move,visual_only_ledger_consistent,upi_phonepe_02
tampered/upi_phonepe_02_splice_1.jpg,1,splice,visual_only_ledger_consistent,upi_phonepe_02
tampered/upi_phonepe_02_subtle_text_2.jpg,1,subtle_text,ledger_inconsistent,upi_phonepe_02
tampered/upi_phonepe_02_ai_inpaint_3.jpg,1,ai_inpaint,visual_only_ledger_consistent,upi_phonepe_02
tampered/upi_phonepe_02_micro_copy_move_4.jpg,1,micro_copy_move,visual_only_ledger_consistent,upi_phonepe_02
tampered/upi_phonepe_02_splice_5.jpg,1,splice,visual_only_ledger_consistent,upi_phonepe_02
tampered/upi_phonepe_02_subtle_text_6.jpg,1,subtle_text,ledger_inconsistent,upi_phonepe_02
tampered/upi_phonepe_02_ai_inpaint_7.jpg,1,ai_inpaint,visual_only_ledger_consistent,upi_phonepe_02
tampered/upi_phonepe_02_micro_copy_move_8.jpg,1,micro_copy_move,visual_only_ledger_consistent,upi_phonepe_02
tampered/upi_phonepe_02_splice_9.jpg,1,splice,visual_only_ledger_consistent,upi_phonepe_02
